cmd,rep,wall_time_s,user_time_s,sys_time_s,cpu_pct,max_rss_kb,minor_faults,major_faults,voluntary_ctx,involuntary_ctx,fs_inputs,fs_outputs,exit_code,timestamp,impl,N,M,K,items_per_producer,producer_delay_us,consumer_delay_us,wall_time_ms,items_consumed,throughput_per_sec,latency_mean_us,latency_p50_us,latency_p95_us,latency_p99_us,latency_max_us,rep_idx
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 16 --M 8 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.87,0.26,0.25,58.0,49980,7979,0,15596,14,0,64,0,2026-05-14T10:21:29,java-monitor,16,8,4,10000,0,0,798.682,80000,100164.99,149.53,82.959,235.752,1164.759,314494.591,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 16 --M 8 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,1.94,0.37,0.57,48.0,50568,8336,0,37411,13,0,64,0,2026-05-14T10:21:31,java-monitor,16,8,4,10000,0,0,1878.632,80000,42584.17,337.832,218.876,699.339,1451.469,1338274.866,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 16 --M 8 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.71,0.19,0.2,55.0,50016,7908,0,13384,5,0,64,0,2026-05-14T10:21:31,java-monitor,16,8,4,10000,0,0,663.282,80000,120612.4,113.258,52.375,189.835,502.629,150786.082,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 16 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,1.41,0.33,0.39,51.0,50968,8575,0,27894,13,0,64,0,2026-05-14T10:21:33,java-monitor,16,8,8,10000,0,0,1354.934,80000,59043.47,206.881,123.251,334.086,1300.885,805444.64,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 16 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,1.19,0.33,0.31,54.0,50760,7855,0,20887,16,0,64,0,2026-05-14T10:21:34,java-monitor,16,8,8,10000,0,0,1139.327,80000,70216.89,155.088,79.292,539.88,1639.721,181720.697,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 16 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,1.14,0.27,0.34,54.0,51880,8811,0,22095,19,0,64,0,2026-05-14T10:21:35,java-monitor,16,8,8,10000,0,0,1085.971,80000,73666.78,161.541,85.334,604.421,1626.763,189059.338,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.06,0.06,0.02,128.0,43280,5692,0,540,5,0,64,0,2026-05-14T10:21:35,java-monitor,64,1,1,10000,0,0,28.465,10000,351311.04,62.418,51.001,90.959,163.668,2005.682,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.06,0.08,0.01,143.0,44032,6044,0,479,4,0,64,0,2026-05-14T10:21:35,java-monitor,64,1,1,10000,0,0,26.105,10000,383066.02,58.046,45.708,101.376,298.878,2029.891,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.06,0.06,0.02,130.0,43216,5687,0,515,3,0,64,0,2026-05-14T10:21:35,java-monitor,64,1,1,10000,0,0,26.282,10000,380489.21,60.766,50.209,120.876,170.627,1798.263,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.07,0.08,0.01,136.0,43748,5961,0,586,4,0,64,0,2026-05-14T10:21:35,java-monitor,64,1,2,10000,0,0,33.027,10000,302780.99,76.017,57.375,149.542,294.377,1604.512,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.08,0.07,0.03,128.0,45132,6993,0,539,4,0,64,0,2026-05-14T10:21:35,java-monitor,64,1,2,10000,0,0,31.903,10000,313448.53,72.019,54.876,152.752,536.087,2033.849,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.08,0.07,0.02,119.0,43728,5889,0,593,7,0,64,0,2026-05-14T10:21:35,java-monitor,64,1,2,10000,0,0,33.164,10000,301532.47,75.15,56.042,141.668,232.71,2312.643,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.08,0.08,0.02,128.0,44204,6149,0,710,4,0,64,0,2026-05-14T10:21:36,java-monitor,64,1,4,10000,0,0,40.233,10000,248550.0,80.464,58.625,128.417,252.585,2334.852,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.07,0.07,0.02,132.0,44368,6033,0,603,8,0,64,0,2026-05-14T10:21:36,java-monitor,64,1,4,10000,0,0,33.902,10000,294966.29,74.371,56.251,132.376,217.252,2231.226,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.07,0.07,0.02,130.0,43280,5775,0,585,10,0,64,0,2026-05-14T10:21:36,java-monitor,64,1,4,10000,0,0,31.78,10000,314667.47,74.272,56.75,144.085,318.003,1910.598,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.09,0.07,0.03,111.0,43984,5896,0,1068,9,0,64,0,2026-05-14T10:21:36,java-monitor,64,1,8,10000,0,0,56.91,10000,175715.58,75.722,57.75,110.584,344.169,1811.223,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.09,0.08,0.02,111.0,44812,6147,0,1045,13,0,64,0,2026-05-14T10:21:36,java-monitor,64,1,8,10000,0,0,55.395,10000,180520.17,81.513,56.209,171.918,457.211,1710.638,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.09,0.07,0.03,112.0,44048,5905,0,1081,8,0,64,0,2026-05-14T10:21:36,java-monitor,64,1,8,10000,0,0,57.042,10000,175309.98,77.193,56.167,109.501,453.753,1852.889,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.1,0.09,0.02,111.0,45584,6504,0,867,3,0,64,0,2026-05-14T10:21:36,java-monitor,64,2,1,10000,0,0,49.883,20000,400942.13,71.758,53.375,133.751,249.002,17499.094,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.08,0.08,0.03,128.0,45736,7152,0,850,6,0,64,0,2026-05-14T10:21:36,java-monitor,64,2,1,10000,0,0,46.09,20000,433938.1,65.695,48.5,123.543,212.71,9501.324,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.09,0.08,0.03,129.0,45944,6452,0,852,2,0,64,0,2026-05-14T10:21:36,java-monitor,64,2,1,10000,0,0,49.739,20000,402095.84,74.303,54.084,144.876,258.835,14607.03,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.08,0.09,0.02,130.0,46096,7285,0,874,9,0,64,0,2026-05-14T10:21:36,java-monitor,64,2,2,10000,0,0,48.321,20000,413900.51,68.993,51.667,121.335,276.627,5563.668,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.11,0.1,0.02,108.0,45648,6588,0,1050,4,0,64,0,2026-05-14T10:21:36,java-monitor,64,2,2,10000,0,0,60.856,20000,328643.25,91.351,57.375,166.335,376.003,12430.555,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.12,0.09,0.03,104.0,45512,6970,0,1487,6,0,64,0,2026-05-14T10:21:37,java-monitor,64,2,2,10000,0,0,82.34,20000,242895.03,123.764,99.459,189.252,517.712,3044.774,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.15,0.09,0.04,93.0,44876,6251,0,2126,4,0,64,0,2026-05-14T10:21:37,java-monitor,64,2,4,10000,0,0,112.072,20000,178456.38,120.225,98.875,160.835,707.297,3059.399,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.1,0.1,0.02,121.0,46160,6543,0,901,5,0,64,0,2026-05-14T10:21:37,java-monitor,64,2,4,10000,0,0,50.081,20000,399356.6,64.228,50.542,115.584,177.293,6147.506,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.15,0.08,0.04,90.0,44680,6094,0,2136,6,0,64,0,2026-05-14T10:21:37,java-monitor,64,2,4,10000,0,0,109.009,20000,183471.7,121.104,98.126,178.418,694.13,2714.729,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 2 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.12,0.09,0.03,105.0,46220,6620,0,1383,8,0,64,0,2026-05-14T10:21:37,java-monitor,64,2,8,10000,0,0,76.845,20000,260262.57,71.46,53.167,124.043,243.877,6983.471,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 2 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.22,0.1,0.06,77.0,46488,7346,0,3363,6,0,64,0,2026-05-14T10:21:37,java-monitor,64,2,8,10000,0,0,174.09,20000,114883.01,130.435,101.375,176.751,1116.508,2464.435,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 2 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.15,0.1,0.04,98.0,46464,7367,0,2063,11,0,64,0,2026-05-14T10:21:37,java-monitor,64,2,8,10000,0,0,111.273,20000,179738.21,126.276,101.167,187.919,729.464,3634.237,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 4 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.14,0.09,0.04,100.0,46848,7183,0,1535,6,0,64,0,2026-05-14T10:21:38,java-monitor,64,4,1,10000,0,0,88.804,40000,450430.47,73.588,53.542,143.001,267.46,37338.206,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 4 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.13,0.1,0.03,109.0,47056,6779,0,1552,9,0,64,0,2026-05-14T10:21:38,java-monitor,64,4,1,10000,0,0,88.478,40000,452091.39,72.714,52.042,146.293,294.877,27545.922,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 4 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.13,0.1,0.03,110.0,47036,6786,0,1561,6,0,64,0,2026-05-14T10:21:38,java-monitor,64,4,1,10000,0,0,86.784,40000,460916.63,72.839,51.75,150.834,283.627,24641.816,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 4 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.17,0.12,0.04,95.0,47004,7038,0,2105,6,0,64,0,2026-05-14T10:21:38,java-monitor,64,4,2,10000,0,0,116.346,40000,343802.15,98.519,82.875,203.418,430.045,15600.704,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 4 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.23,0.13,0.05,81.0,47184,6809,0,3440,7,0,64,0,2026-05-14T10:21:38,java-monitor,64,4,2,10000,0,0,183.391,40000,218113.8,181.3,172.293,276.586,737.464,103160.717,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 4 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.21,0.1,0.07,82.0,46872,6878,0,3382,7,0,64,0,2026-05-14T10:21:39,java-monitor,64,4,2,10000,0,0,176.531,40000,226588.57,170.86,165.251,266.669,621.713,99879.108,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 4 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.22,0.12,0.06,83.0,47560,6875,0,3105,8,0,64,0,2026-05-14T10:21:39,java-monitor,64,4,4,10000,0,0,168.11,40000,237939.6,123.71,124.334,206.752,783.298,102207.835,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 4 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.2,0.13,0.04,90.0,47560,7612,0,2708,7,0,64,0,2026-05-14T10:21:39,java-monitor,64,4,4,10000,0,0,147.038,40000,272038.18,131.387,126.376,212.877,585.921,54995.469,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 4 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.2,0.14,0.04,93.0,46940,7043,0,2662,6,0,64,0,2026-05-14T10:21:39,java-monitor,64,4,4,10000,0,0,144.821,40000,276202.09,129.178,129.251,216.96,567.338,45215.934,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 4 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.18,0.12,0.05,100.0,47672,7005,0,2529,14,0,64,0,2026-05-14T10:21:39,java-monitor,64,4,8,10000,0,0,137.612,40000,290671.56,83.069,54.417,137.501,530.005,9888.369,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 4 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.35,0.15,0.09,69.0,48084,7716,0,5936,15,0,64,0,2026-05-14T10:21:40,java-monitor,64,4,8,10000,0,0,301.33,40000,132744.66,132.457,97.542,168.668,1981.557,5356.583,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 4 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.34,0.15,0.09,72.0,48096,7171,0,5416,15,0,64,0,2026-05-14T10:21:40,java-monitor,64,4,8,10000,0,0,285.28,40000,140213.22,142.537,126.585,205.918,1138.842,90444.411,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 8 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.32,0.16,0.08,77.0,49824,7512,0,4890,11,0,64,0,2026-05-14T10:21:40,java-monitor,64,8,1,10000,0,0,261.534,80000,305888.02,166.152,149.251,295.085,944.924,152152.932,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 8 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.29,0.14,0.08,74.0,49704,7603,0,4950,5,0,64,0,2026-05-14T10:21:41,java-monitor,64,8,1,10000,0,0,236.618,80000,338097.69,148.24,121.335,281.252,740.089,162868.974,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 8 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.19,0.11,0.05,85.0,49524,7648,0,2920,9,0,64,0,2026-05-14T10:21:41,java-monitor,64,8,1,10000,0,0,146.256,80000,546984.82,67.132,46.625,116.584,363.253,77481.769,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 8 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.4,0.17,0.1,67.0,49936,7526,0,7734,5,0,64,0,2026-05-14T10:21:41,java-monitor,64,8,2,10000,0,0,358.158,80000,223364.96,217.521,198.793,347.461,702.339,328300.176,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 8 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.49,0.17,0.12,61.0,49376,8281,0,9446,7,0,64,0,2026-05-14T10:21:42,java-monitor,64,8,2,10000,0,0,428.807,80000,186564.32,276.354,264.377,412.044,992.799,376109.299,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 8 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.47,0.19,0.11,63.0,49588,7505,0,9271,6,0,64,0,2026-05-14T10:21:42,java-monitor,64,8,2,10000,0,0,427.504,80000,187132.66,267.949,242.21,413.628,930.424,354640.174,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 8 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.29,0.18,0.06,87.0,48404,5741,0,4822,5,0,64,0,2026-05-14T10:21:43,java-monitor,64,8,4,10000,0,0,239.413,80000,334150.92,117.148,83.459,207.793,339.336,153546.111,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 8 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.24,0.14,0.05,83.0,49656,7549,0,3940,6,0,64,0,2026-05-14T10:21:43,java-monitor,64,8,4,10000,0,0,195.504,80000,409199.62,95.231,56.167,175.71,403.878,147013.686,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 8 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.4,0.19,0.09,69.0,50204,7823,0,7343,5,0,64,0,2026-05-14T10:21:43,java-monitor,64,8,4,10000,0,0,347.732,80000,230062.54,185.341,161.502,273.544,956.382,197498.786,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.7,0.21,0.19,59.0,50000,7827,0,13601,18,0,64,0,2026-05-14T10:21:44,java-monitor,64,8,8,10000,0,0,655.259,80000,122089.07,245.71,214.002,372.67,1335.219,580284.558,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.52,0.23,0.14,71.0,50488,7816,0,8885,16,0,64,0,2026-05-14T10:21:44,java-monitor,64,8,8,10000,0,0,465.537,80000,171844.71,157.794,118.876,255.668,1096.508,280140.806,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumer --N 64 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.31,0.17,0.08,83.0,50168,8283,0,4874,26,0,64,0,2026-05-14T10:21:45,java-monitor,64,8,8,10000,0,0,261.045,80000,306460.63,119.348,93.543,175.294,1177.134,135773.058,2
