cmd,rep,wall_time_s,user_time_s,sys_time_s,cpu_pct,max_rss_kb,minor_faults,major_faults,voluntary_ctx,involuntary_ctx,fs_inputs,fs_outputs,exit_code,timestamp,impl,N,M,K,items_per_producer,producer_delay_us,consumer_delay_us,wall_time_ms,items_consumed,throughput_per_sec,latency_mean_us,latency_p50_us,latency_p95_us,latency_p99_us,latency_max_us,rep_idx
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 4 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.13,0.53,0.03,411.0,52632,8234,0,429,218,0,64,0,2026-05-14T10:21:53,java-lockfree,4,8,8,10000,0,0,94.485,80000,846691.24,9.277,1.334,5.791,11.042,28199.262,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 4 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.13,0.52,0.02,424.0,52856,8474,0,368,193,0,64,0,2026-05-14T10:21:53,java-lockfree,4,8,8,10000,0,0,87.796,80000,911202.16,8.026,1.875,7.25,13.458,19724.821,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 4 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.13,0.52,0.03,408.0,52600,8187,0,404,225,0,64,0,2026-05-14T10:21:54,java-lockfree,4,8,8,10000,0,0,88.562,80000,903318.29,8.661,1.5,7.0,13.042,15153.785,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.05,0.06,0.01,165.0,44304,6056,0,290,4,0,64,0,2026-05-14T10:21:54,java-lockfree,16,1,1,10000,0,0,15.26,10000,655301.08,7.897,3.458,12.542,22.709,1805.639,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.05,0.07,0.01,170.0,44944,6180,0,310,1,0,64,0,2026-05-14T10:21:54,java-lockfree,16,1,1,10000,0,0,15.692,10000,637281.0,8.952,2.459,15.75,68.167,1800.18,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.05,0.06,0.01,168.0,44752,6092,0,290,9,0,64,0,2026-05-14T10:21:54,java-lockfree,16,1,1,10000,0,0,14.038,10000,712363.5,7.808,2.583,15.042,66.959,1415.636,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.05,0.07,0.02,175.0,43536,5761,0,261,6,0,64,0,2026-05-14T10:21:54,java-lockfree,16,1,2,10000,0,0,17.861,10000,559883.8,13.556,6.083,20.25,72.543,1603.221,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.05,0.08,0.01,177.0,43536,5782,0,277,7,0,64,0,2026-05-14T10:21:54,java-lockfree,16,1,2,10000,0,0,18.801,10000,531894.21,14.399,5.792,20.25,81.751,1828.098,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.05,0.08,0.01,177.0,43740,5782,0,282,4,0,64,0,2026-05-14T10:21:54,java-lockfree,16,1,2,10000,0,0,19.555,10000,511385.04,15.359,10.333,21.041,77.709,1810.181,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.05,0.09,0.02,214.0,43784,5819,0,280,20,0,64,0,2026-05-14T10:21:54,java-lockfree,16,1,4,10000,0,0,19.442,10000,514356.28,15.436,11.583,15.792,93.959,1493.053,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.05,0.11,0.01,226.0,44688,6063,0,285,23,0,64,0,2026-05-14T10:21:54,java-lockfree,16,1,4,10000,0,0,20.183,10000,495467.71,14.647,11.126,14.625,109.167,1483.97,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.05,0.09,0.01,201.0,43664,5845,0,268,18,0,64,0,2026-05-14T10:21:54,java-lockfree,16,1,4,10000,0,0,19.155,10000,522066.44,13.524,10.875,14.708,109.668,1633.721,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.07,0.19,0.01,293.0,45612,6296,0,353,55,0,64,0,2026-05-14T10:21:54,java-lockfree,16,1,8,10000,0,0,34.725,10000,287973.32,16.907,8.584,15.125,114.084,5132.873,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.07,0.14,0.02,242.0,44816,6064,0,315,53,0,64,0,2026-05-14T10:21:54,java-lockfree,16,1,8,10000,0,0,27.803,10000,359667.36,12.376,6.834,13.917,67.167,3125.9,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.06,0.14,0.01,253.0,43128,4069,0,301,51,0,64,0,2026-05-14T10:21:54,java-lockfree,16,1,8,10000,0,0,27.481,10000,363889.34,14.782,7.334,17.333,100.959,3118.274,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.06,0.09,0.02,185.0,45252,6295,0,328,4,0,64,0,2026-05-14T10:21:54,java-lockfree,16,2,1,10000,0,0,18.399,20000,1087004.67,6.181,2.5,6.5,27.25,2716.147,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.05,0.08,0.02,184.0,44432,6009,0,268,7,0,64,0,2026-05-14T10:21:54,java-lockfree,16,2,1,10000,0,0,20.041,20000,997942.24,5.698,2.042,5.584,36.5,2142.392,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.05,0.08,0.02,176.0,45392,6273,0,309,5,0,64,0,2026-05-14T10:21:54,java-lockfree,16,2,1,10000,0,0,17.464,20000,1145242.32,5.327,2.25,6.083,18.875,2146.683,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.06,0.1,0.02,198.0,44672,6052,0,293,7,0,64,0,2026-05-14T10:21:54,java-lockfree,16,2,2,10000,0,0,22.473,20000,889969.67,8.001,4.917,15.833,41.5,1924.349,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.07,0.11,0.02,179.0,44688,6069,0,270,14,0,64,0,2026-05-14T10:21:55,java-lockfree,16,2,2,10000,0,0,22.524,20000,887952.87,8.565,6.375,8.959,25.042,2254.726,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.08,0.12,0.02,177.0,46096,6675,0,255,7,0,64,0,2026-05-14T10:21:55,java-lockfree,16,2,2,10000,0,0,24.46,20000,817657.88,8.186,2.542,18.209,52.584,2449.769,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.07,0.19,0.02,292.0,48784,7826,0,269,41,0,64,0,2026-05-14T10:21:55,java-lockfree,16,2,4,10000,0,0,31.954,20000,625894.01,12.88,8.375,16.0,97.334,3217.15,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.07,0.18,0.01,253.0,46224,6511,0,319,26,0,64,0,2026-05-14T10:21:55,java-lockfree,16,2,4,10000,0,0,33.15,20000,603315.05,13.997,12.708,21.042,96.126,5138.832,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.06,0.13,0.01,229.0,45840,6440,0,271,17,0,64,0,2026-05-14T10:21:55,java-lockfree,16,2,4,10000,0,0,27.386,20000,730291.09,11.076,7.417,17.167,39.708,2745.563,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 2 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.07,0.18,0.01,275.0,45940,6452,0,315,80,0,64,0,2026-05-14T10:21:55,java-lockfree,16,2,8,10000,0,0,33.356,20000,599600.31,13.531,10.292,19.542,83.626,4994.373,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 2 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.06,0.16,0.01,269.0,46016,6476,0,296,72,0,64,0,2026-05-14T10:21:55,java-lockfree,16,2,8,10000,0,0,28.822,20000,693906.93,12.553,7.333,15.917,95.293,4043.948,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 2 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.07,0.21,0.02,305.0,46096,6452,0,317,65,0,64,0,2026-05-14T10:21:55,java-lockfree,16,2,8,10000,0,0,37.912,20000,527538.54,11.503,5.542,14.75,70.083,8655.901,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 4 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.08,0.2,0.01,264.0,47872,6959,0,330,32,0,64,0,2026-05-14T10:21:55,java-lockfree,16,4,1,10000,0,0,42.047,40000,951318.35,11.044,0.958,4.417,22.375,19350.402,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 4 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.06,0.13,0.01,235.0,45156,4549,0,312,16,0,64,0,2026-05-14T10:21:55,java-lockfree,16,4,1,10000,0,0,27.331,40000,1463532.56,4.327,1.208,5.5,20.25,2905.356,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 4 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.07,0.15,0.02,252.0,48488,7176,0,324,20,0,64,0,2026-05-14T10:21:55,java-lockfree,16,4,1,10000,0,0,29.594,40000,1351639.49,6.594,1.459,10.5,23.625,5123.957,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 4 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.06,0.13,0.02,231.0,47240,6779,0,332,38,0,64,0,2026-05-14T10:21:55,java-lockfree,16,4,2,10000,0,0,24.456,40000,1635563.7,3.631,1.208,6.167,16.541,2099.225,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 4 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.1,0.23,0.02,239.0,48340,7273,0,250,22,0,64,0,2026-05-14T10:21:56,java-lockfree,16,4,2,10000,0,0,43.904,40000,911075.92,6.732,2.75,14.0,38.625,8557.026,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 4 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.07,0.17,0.02,257.0,49140,7543,0,340,50,0,64,0,2026-05-14T10:21:56,java-lockfree,16,4,2,10000,0,0,32.854,40000,1217493.57,7.33,2.292,16.292,28.667,6383.717,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 4 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.09,0.27,0.01,327.0,48668,7350,0,299,68,0,64,0,2026-05-14T10:21:56,java-lockfree,16,4,4,10000,0,0,45.901,40000,871440.22,11.916,5.917,15.875,44.542,13858.4,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 4 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.09,0.28,0.03,331.0,49028,7382,0,348,69,0,64,0,2026-05-14T10:21:56,java-lockfree,16,4,4,10000,0,0,47.295,40000,845754.69,11.361,5.709,21.792,69.208,5621.835,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 4 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.08,0.18,0.01,234.0,48660,7213,0,342,54,0,64,0,2026-05-14T10:21:56,java-lockfree,16,4,4,10000,0,0,29.06,40000,1376461.54,5.324,2.167,7.875,16.709,3428.277,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 4 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.1,0.28,0.02,300.0,49264,7463,0,301,110,0,64,0,2026-05-14T10:21:56,java-lockfree,16,4,8,10000,0,0,47.716,40000,838286.66,10.224,4.625,14.25,35.959,9091.78,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 4 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.12,0.37,0.02,334.0,51024,8548,0,331,134,0,64,0,2026-05-14T10:21:56,java-lockfree,16,4,8,10000,0,0,57.69,40000,693363.64,12.422,5.792,16.042,34.834,13870.609,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 4 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.08,0.27,0.02,336.0,51096,8518,0,322,102,0,64,0,2026-05-14T10:21:56,java-lockfree,16,4,8,10000,0,0,44.642,40000,896008.51,12.525,5.625,21.041,90.75,14152.486,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 8 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.11,0.43,0.02,394.0,51588,8034,0,290,144,0,64,0,2026-05-14T10:21:56,java-lockfree,16,8,1,10000,0,0,76.837,80000,1041167.06,14.122,0.875,5.791,21.958,43948.178,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 8 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.13,0.51,0.02,402.0,52096,8000,0,372,103,0,64,0,2026-05-14T10:21:56,java-lockfree,16,8,1,10000,0,0,89.282,80000,896040.29,18.733,0.958,4.292,19.917,67368.153,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 8 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.13,0.49,0.01,375.0,53368,8707,0,348,122,0,64,0,2026-05-14T10:21:57,java-lockfree,16,8,1,10000,0,0,80.927,80000,988548.68,15.906,0.958,5.5,20.959,34769.898,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 8 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.12,0.41,0.01,334.0,53112,8462,0,361,138,0,64,0,2026-05-14T10:21:57,java-lockfree,16,8,2,10000,0,0,73.309,80000,1091277.52,11.721,1.125,8.417,22.751,17484.554,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 8 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.11,0.39,0.02,361.0,53948,9005,0,335,111,0,64,0,2026-05-14T10:21:57,java-lockfree,16,8,2,10000,0,0,72.381,80000,1105265.85,10.897,1.0,19.042,28.084,13739.316,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 8 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.11,0.37,0.01,339.0,51712,7941,0,321,111,0,64,0,2026-05-14T10:21:57,java-lockfree,16,8,2,10000,0,0,72.669,80000,1100887.34,9.567,0.959,7.042,23.709,13854.817,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 8 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.12,0.42,0.02,348.0,54104,9104,0,336,162,0,64,0,2026-05-14T10:21:57,java-lockfree,16,8,4,10000,0,0,74.655,80000,1071591.19,10.665,2.208,13.542,26.0,21140.04,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 8 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.1,0.35,0.02,350.0,52436,8267,0,397,151,0,64,0,2026-05-14T10:21:57,java-lockfree,16,8,4,10000,0,0,63.237,80000,1265074.71,8.267,1.375,12.916,23.125,12934.06,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 8 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.11,0.35,0.02,322.0,54264,9327,0,334,105,0,64,0,2026-05-14T10:21:57,java-lockfree,16,8,4,10000,0,0,63.068,80000,1268463.01,8.496,1.375,10.792,21.042,17078.176,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.14,0.58,0.02,424.0,54776,9504,0,390,201,0,64,0,2026-05-14T10:21:57,java-lockfree,16,8,8,10000,0,0,99.569,80000,803459.99,16.567,5.625,15.584,31.292,27554.132,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.14,0.59,0.02,439.0,55072,9514,0,353,250,0,64,0,2026-05-14T10:21:58,java-lockfree,16,8,8,10000,0,0,97.999,80000,816330.88,16.868,3.083,16.916,30.458,24989.154,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 16 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.14,0.55,0.02,414.0,53272,8483,0,406,222,0,64,0,2026-05-14T10:21:58,java-lockfree,16,8,8,10000,0,0,95.174,80000,840561.68,14.364,1.75,14.292,24.209,29991.777,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.05,0.06,0.02,173.0,44304,5992,0,304,3,0,64,0,2026-05-14T10:21:58,java-lockfree,64,1,1,10000,0,0,15.211,10000,657419.23,30.717,10.167,60.542,208.669,1844.764,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.06,0.06,0.02,144.0,44232,6010,0,281,6,0,64,0,2026-05-14T10:21:58,java-lockfree,64,1,1,10000,0,0,14.258,10000,701336.68,34.68,19.333,46.792,113.168,1902.14,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.04,0.06,0.01,177.0,43420,4106,0,305,5,0,64,0,2026-05-14T10:21:58,java-lockfree,64,1,1,10000,0,0,14.3,10000,699289.11,28.787,9.916,45.042,136.001,1938.682,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.05,0.07,0.01,170.0,43920,5877,0,277,8,0,64,0,2026-05-14T10:21:58,java-lockfree,64,1,2,10000,0,0,16.535,10000,604791.28,37.458,22.876,52.625,126.626,2137.766,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.05,0.08,0.01,183.0,44548,6090,0,315,13,0,64,0,2026-05-14T10:21:58,java-lockfree,64,1,2,10000,0,0,17.321,10000,577340.44,41.977,25.167,80.709,161.21,1942.682,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.05,0.08,0.01,178.0,43460,5773,0,274,3,0,64,0,2026-05-14T10:21:58,java-lockfree,64,1,2,10000,0,0,19.245,10000,519603.55,54.553,25.584,84.709,192.752,1989.515,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.05,0.09,0.01,192.0,44240,5930,0,263,11,0,64,0,2026-05-14T10:21:58,java-lockfree,64,1,4,10000,0,0,18.243,10000,548154.92,36.147,19.834,60.084,154.668,1609.388,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.05,0.09,0.01,191.0,43776,5842,0,274,11,0,64,0,2026-05-14T10:21:58,java-lockfree,64,1,4,10000,0,0,18.791,10000,532170.22,38.364,14.541,68.292,190.169,2410.894,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.06,0.11,0.01,201.0,43812,5833,0,274,16,0,64,0,2026-05-14T10:21:58,java-lockfree,64,1,4,10000,0,0,21.433,10000,466562.06,51.902,31.375,79.375,230.543,2086.641,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.06,0.12,0.01,216.0,44176,5947,0,311,32,0,64,0,2026-05-14T10:21:58,java-lockfree,64,1,8,10000,0,0,23.363,10000,428032.26,66.528,48.25,140.085,191.376,2168.601,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.06,0.12,0.01,215.0,44432,5960,0,302,39,0,64,0,2026-05-14T10:21:58,java-lockfree,64,1,8,10000,0,0,23.038,10000,434062.82,42.577,23.584,61.042,173.418,4969.831,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.06,0.13,0.01,226.0,44560,5999,0,276,36,0,64,0,2026-05-14T10:21:58,java-lockfree,64,1,8,10000,0,0,22.981,10000,435143.4,48.642,28.125,69.792,196.502,2924.482,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.07,0.1,0.02,172.0,46484,7232,0,297,11,0,64,0,2026-05-14T10:21:59,java-lockfree,64,2,1,10000,0,0,20.084,20000,995828.33,23.239,9.292,54.0,126.876,3048.941,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.06,0.1,0.01,193.0,45276,6473,0,309,4,0,64,0,2026-05-14T10:21:59,java-lockfree,64,2,1,10000,0,0,19.34,20000,1034135.84,17.492,8.834,37.25,105.085,2060.183,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.06,0.08,0.02,173.0,44432,6007,0,290,4,0,64,0,2026-05-14T10:21:59,java-lockfree,64,2,1,10000,0,0,20.319,20000,984276.53,20.484,8.75,32.917,180.626,2585.646,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.06,0.12,0.01,217.0,46716,7401,0,318,13,0,64,0,2026-05-14T10:21:59,java-lockfree,64,2,2,10000,0,0,24.132,20000,828764.29,31.842,23.167,73.834,151.252,2643.146,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.06,0.11,0.01,200.0,44944,6105,0,294,8,0,64,0,2026-05-14T10:21:59,java-lockfree,64,2,2,10000,0,0,23.525,20000,850143.68,27.206,11.959,46.001,162.502,2602.604,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.08,0.14,0.01,197.0,45456,6551,0,263,13,0,64,0,2026-05-14T10:21:59,java-lockfree,64,2,2,10000,0,0,29.002,20000,689610.13,49.357,22.667,83.084,222.085,2892.814,2
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.07,0.17,0.01,254.0,47108,6877,0,332,24,0,64,0,2026-05-14T10:21:59,java-lockfree,64,2,4,10000,0,0,31.932,20000,626333.39,56.351,44.417,97.5,188.294,5132.082,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/pc/java ProducerConsumerLockFree --N 64 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.07,0.13,0.02,206.0,47216,7571,0,265,26,0,64,0,2026-05-14T10:21:59,java-lockfree,64,2,4,10000,0,0,24.178,20000,827187.5,32.974,12.334,62.375,184.793,2847.189,1
