cmd,rep,wall_time_s,user_time_s,sys_time_s,cpu_pct,max_rss_kb,minor_faults,major_faults,voluntary_ctx,involuntary_ctx,fs_inputs,fs_outputs,exit_code,timestamp,impl,N,duration_sec,think_min_ms,think_max_ms,eat_min_ms,eat_max_ms,wall_time_ms,total_meals,meals_per_phil,wait_mean_us,wait_p50_us,wait_p95_us,wait_p99_us,wait_max_us,deadlocked,seed,rep_idx
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningSemaphore --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.11,0.35,0.22,11.0,46144,6462,0,3236,29,0,64,0,2026-05-14T10:29:33,java-semaphore,20,5.0,10,50,10,50,5022.702,780,"[44, 42, 39, 38, 36, 37, 37, 38, 38, 38, 38, 37, 38, 37, 39, 39, 39, 41, 42, 43]",64599.134,47366.332,178646.11,219883.348,253593.02,False,3,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningSemaphore --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.11,0.44,0.32,15.0,46272,6500,0,3457,32,0,64,0,2026-05-14T10:29:38,java-semaphore,20,5.0,10,50,10,50,5042.25,847,"[45, 45, 41, 41, 40, 40, 41, 41, 42, 40, 42, 42, 42, 41, 42, 45, 43, 45, 44, 45]",54737.752,37394.579,157222.882,194616.752,220689.647,False,3,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningSemaphore --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.1,0.61,0.49,21.0,46208,5587,0,7807,58,0,64,0,2026-05-14T10:29:43,java-semaphore,50,5.0,10,50,10,50,5045.705,2099,"[40, 40, 44, 44, 41, 41, 40, 42, 41, 41, 42, 40, 42, 42, 43, 42, 42, 42, 43, 45, 44, 45, 44, 48, 48, 44, 46, 43, 41, 40, 40, 40, 41, 40, 42, 40, 42, 40, 41, 40, 41, 42, 42, 41, 42, 40, 41, 42, 41, 41]",55263.844,39092.885,167184.511,270894.716,351605.216,False,1,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningSemaphore --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.13,0.6,0.51,21.0,47192,7442,0,7710,49,0,64,0,2026-05-14T10:29:48,java-semaphore,50,5.0,10,50,10,50,5036.147,2045,"[42, 44, 43, 45, 41, 41, 41, 40, 41, 41, 42, 41, 42, 42, 43, 42, 42, 42, 40, 41, 38, 37, 38, 39, 40, 38, 38, 39, 39, 38, 39, 39, 39, 38, 40, 41, 41, 40, 41, 40, 42, 43, 41, 42, 43, 41, 43, 45, 44, 43]",57892.815,41991.661,168835.902,242204.672,294169.546,False,1,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningSemaphore --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.1,0.54,0.59,22.0,47284,7412,0,7767,55,0,64,0,2026-05-14T10:29:53,java-semaphore,50,5.0,10,50,10,50,5046.086,2044,"[40, 41, 42, 39, 39, 38, 38, 39, 40, 40, 39, 41, 42, 43, 42, 41, 42, 42, 44, 44, 43, 42, 44, 44, 42, 41, 42, 41, 40, 40, 40, 41, 40, 41, 40, 40, 40, 39, 39, 41, 42, 43, 43, 41, 40, 40, 40, 39, 39, 41]",58086.707,45494.567,160350.286,204904.344,277040.563,False,2,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningSemaphore --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.13,0.52,0.53,20.0,46688,7157,0,7165,56,0,64,0,2026-05-14T10:29:59,java-semaphore,50,5.0,10,50,10,50,5061.904,1857,"[37, 39, 39, 36, 36, 37, 38, 38, 39, 39, 38, 37, 37, 38, 38, 38, 39, 39, 41, 39, 38, 39, 41, 41, 38, 37, 37, 36, 34, 34, 34, 36, 35, 36, 36, 36, 36, 34, 35, 37, 37, 37, 37, 36, 36, 36, 37, 36, 36, 37]",71078.551,57137.127,176509.221,217621.208,259393.783,False,2,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningSemaphore --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.12,0.58,0.5,21.0,47548,7444,0,7450,54,0,64,0,2026-05-14T10:30:04,java-semaphore,50,5.0,10,50,10,50,5030.605,1959,"[42, 44, 41, 40, 39, 40, 40, 40, 40, 38, 38, 38, 39, 39, 39, 40, 37, 40, 40, 39, 37, 39, 40, 39, 38, 39, 37, 37, 38, 38, 40, 37, 39, 38, 39, 38, 38, 37, 39, 39, 40, 39, 41, 40, 40, 40, 40, 39, 41, 40]",63664.803,46841.829,180257.504,306396.781,344574.201,False,3,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningSemaphore --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.11,0.61,0.54,22.0,47164,7382,0,7027,57,0,64,0,2026-05-14T10:30:09,java-semaphore,50,5.0,10,50,10,50,5038.823,1844,"[39, 39, 37, 36, 35, 36, 36, 36, 39, 37, 37, 37, 38, 38, 38, 41, 37, 39, 39, 37, 37, 38, 38, 35, 35, 35, 34, 32, 33, 33, 35, 34, 37, 36, 36, 36, 34, 34, 37, 34, 36, 38, 38, 39, 39, 40, 39, 38, 42, 41]",70486.269,46632.328,221386.742,302082.036,349407.495,False,3,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.08,0.23,0.1,6.0,44240,5971,0,1856,16,8,64,0,2026-05-14T10:30:14,java-hierarchy,5,5.0,10,50,10,50,5016.107,274,"[48, 53, 57, 64, 52]",26492.072,22360.697,69200.485,128644.509,140858.199,False,1,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.11,0.22,0.11,6.0,44496,6037,0,1826,14,0,64,0,2026-05-14T10:30:19,java-hierarchy,5,5.0,10,50,10,50,5015.787,274,"[49, 53, 59, 65, 48]",27220.636,21590.482,78903.153,128852.928,157595.306,False,1,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.1,0.23,0.15,7.0,44360,5984,0,1848,10,0,64,0,2026-05-14T10:30:24,java-hierarchy,5,5.0,10,50,10,50,5012.622,282,"[52, 55, 61, 61, 53]",25354.939,22299.155,65537.578,91480.306,109194.171,False,2,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.1,0.3,0.13,8.0,44484,6002,0,1870,20,0,64,0,2026-05-14T10:30:29,java-hierarchy,5,5.0,10,50,10,50,5018.784,283,"[50, 58, 61, 61, 53]",24166.106,18876.375,72587.098,107538.74,129367.558,False,2,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.1,0.28,0.11,7.0,44880,6142,0,1883,16,0,64,0,2026-05-14T10:30:34,java-hierarchy,5,5.0,10,50,10,50,5013.304,282,"[49, 61, 58, 62, 52]",25265.529,20993.56,71077.336,93350.824,114041.84,False,3,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.11,0.22,0.15,7.0,44496,6091,0,1883,18,0,64,0,2026-05-14T10:30:39,java-hierarchy,5,5.0,10,50,10,50,5014.341,283,"[51, 59, 59, 61, 53]",25532.491,20922.518,71319.296,117401.203,139578.108,False,3,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.1,0.31,0.23,10.0,44880,6129,0,3307,8,0,64,0,2026-05-14T10:30:45,java-hierarchy,10,5.0,10,50,10,50,5019.217,539,"[44, 47, 56, 55, 52, 54, 57, 62, 63, 49]",29415.769,24841.344,82474.686,109320.882,132412.086,False,1,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.11,0.32,0.22,10.0,45228,6257,0,3266,27,0,64,0,2026-05-14T10:30:50,java-hierarchy,10,5.0,10,50,10,50,5017.589,534,"[45, 49, 54, 54, 53, 53, 55, 61, 63, 47]",29830.822,24415.299,85731.091,126334.949,227657.761,False,1,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.09,0.29,0.18,9.0,44932,6131,0,3357,22,0,64,0,2026-05-14T10:30:55,java-hierarchy,10,5.0,10,50,10,50,5017.113,547,"[46, 56, 56, 52, 52, 55, 55, 62, 64, 49]",29320.537,22118.695,85530.339,131443.411,151343.629,False,2,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.1,0.34,0.18,10.0,45036,6157,0,3407,18,0,64,0,2026-05-14T10:31:00,java-hierarchy,10,5.0,10,50,10,50,5018.599,558,"[48, 55, 57, 54, 54, 56, 58, 60, 64, 52]",27472.872,24029.796,70226.412,99997.634,125570.526,False,2,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.09,0.32,0.22,10.0,44624,6112,0,3317,18,0,64,0,2026-05-14T10:31:05,java-hierarchy,10,5.0,10,50,10,50,5016.929,546,"[48, 55, 51, 51, 53, 58, 57, 63, 63, 47]",29684.415,23087.538,83033.359,132101.751,144049.44,False,3,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.07,0.26,0.18,8.0,45152,6237,0,3278,22,0,64,0,2026-05-14T10:31:10,java-hierarchy,10,5.0,10,50,10,50,5012.261,531,"[45, 52, 48, 49, 54, 57, 57, 61, 63, 45]",31998.757,24005.129,95375.385,156610.301,207389.293,False,3,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.1,0.4,0.33,14.0,46024,6465,0,5992,29,0,64,0,2026-05-14T10:31:15,java-hierarchy,20,5.0,10,50,10,50,5022.993,985,"[41, 45, 45, 47, 45, 44, 43, 45, 45, 48, 50, 51, 51, 54, 53, 53, 56, 61, 63, 45]",38443.384,27286.324,127968.466,163140.568,196620.197,False,1,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.07,0.36,0.35,14.0,45748,6491,0,6096,27,0,64,0,2026-05-14T10:31:20,java-hierarchy,20,5.0,10,50,10,50,5018.204,1012,"[43, 44, 48, 49, 46, 46, 46, 47, 47, 49, 50, 51, 53, 54, 56, 54, 56, 61, 63, 49]",35548.24,28019.081,100215.178,136706.752,170062.672,False,1,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.08,0.44,0.41,17.0,44504,6064,0,5863,38,0,64,0,2026-05-14T10:31:25,java-hierarchy,20,5.0,10,50,10,50,5024.845,967,"[42, 45, 46, 42, 42, 41, 42, 44, 45, 45, 46, 49, 52, 55, 53, 55, 59, 58, 64, 42]",38329.024,31296.527,106041.022,144377.944,200995.863,False,2,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.1,0.41,0.33,14.0,45912,6423,0,5825,21,0,64,0,2026-05-14T10:31:30,java-hierarchy,20,5.0,10,50,10,50,5018.076,948,"[41, 46, 46, 43, 42, 43, 43, 44, 43, 45, 43, 44, 47, 50, 52, 54, 57, 58, 65, 42]",42065.823,33792.549,117399.289,159034.283,199680.226,False,2,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.1,0.4,0.33,14.0,46008,6431,0,6108,20,0,64,0,2026-05-14T10:31:35,java-hierarchy,20,5.0,10,50,10,50,5018.277,1009,"[45, 46, 47, 45, 45, 47, 47, 49, 50, 47, 49, 50, 51, 50, 54, 56, 58, 61, 65, 47]",36271.199,28634.92,102996.203,129507.814,164465.832,False,3,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.1,0.41,0.29,13.0,46076,6506,0,5954,24,0,64,0,2026-05-14T10:31:41,java-hierarchy,20,5.0,10,50,10,50,5026.295,984,"[43, 45, 45, 44, 43, 45, 45, 46, 48, 49, 50, 52, 51, 51, 52, 53, 54, 60, 64, 44]",38741.095,28898.923,109521.97,148853.11,232684.644,False,3,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.09,0.47,0.63,21.0,46560,7276,0,14211,51,0,64,0,2026-05-14T10:31:46,java-hierarchy,50,5.0,10,50,10,50,5029.396,2330,"[39, 42, 46, 46, 42, 42, 42, 42, 42, 43, 43, 43, 41, 41, 42, 42, 42, 45, 45, 45, 46, 46, 45, 47, 47, 43, 45, 44, 44, 44, 45, 47, 47, 47, 48, 49, 49, 48, 48, 49, 52, 50, 55, 55, 57, 56, 59, 61, 63, 39]",44328.147,33072.668,126142.826,242599.441,316266.803,False,1,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.09,0.51,0.68,23.0,46640,7281,0,13998,61,0,64,0,2026-05-14T10:31:51,java-hierarchy,50,5.0,10,50,10,50,5032.843,2283,"[38, 41, 44, 45, 42, 41, 41, 40, 40, 40, 41, 41, 41, 42, 40, 40, 39, 42, 43, 42, 41, 40, 43, 44, 46, 46, 47, 47, 46, 44, 46, 46, 46, 46, 49, 48, 49, 50, 48, 49, 52, 47, 53, 52, 57, 57, 58, 60, 64, 39]",46229.73,34490.806,143056.143,203914.974,253042.242,False,1,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.1,0.52,0.74,24.0,46416,7256,0,14092,49,0,64,0,2026-05-14T10:31:56,java-hierarchy,50,5.0,10,50,10,50,5034.647,2294,"[38, 43, 44, 41, 41, 39, 40, 41, 41, 42, 42, 41, 43, 45, 42, 42, 45, 44, 46, 45, 44, 43, 46, 46, 44, 44, 43, 43, 42, 45, 45, 45, 46, 48, 48, 48, 47, 47, 48, 49, 51, 52, 53, 53, 53, 56, 58, 59, 65, 38]",46629.092,35039.269,136092.248,226447.633,292218.216,False,2,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.08,0.5,0.61,21.0,46776,7280,0,13697,56,0,64,0,2026-05-14T10:32:01,java-hierarchy,50,5.0,10,50,10,50,5024.167,2215,"[36, 38, 39, 36, 36, 36, 38, 38, 38, 37, 38, 36, 39, 40, 40, 40, 42, 41, 42, 43, 41, 43, 45, 45, 41, 42, 41, 42, 41, 42, 44, 44, 44, 46, 46, 46, 47, 48, 48, 49, 53, 53, 56, 57, 57, 59, 60, 61, 66, 35]",49920.328,35125.603,153157.483,229044.156,295292.785,False,2,1
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.09,0.54,0.58,22.0,46624,7270,0,13995,56,0,64,0,2026-05-14T10:32:06,java-hierarchy,50,5.0,10,50,10,50,5025.786,2291,"[46, 46, 42, 41, 41, 41, 41, 42, 43, 42, 43, 42, 45, 42, 42, 43, 40, 41, 42, 42, 40, 42, 43, 40, 42, 42, 43, 41, 44, 45, 45, 45, 49, 48, 48, 47, 48, 48, 50, 48, 51, 51, 53, 54, 56, 58, 58, 58, 65, 42]",45849.543,33641.257,142164.969,203021.259,308319.901,False,3,0
java -cp /home/vboxuser/os-final-project/paper2-concurrency/dp/java DiningHierarchy --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.09,0.53,0.65,23.0,46884,7382,0,13942,49,0,64,0,2026-05-14T10:32:11,java-hierarchy,50,5.0,10,50,10,50,5032.775,2253,"[43, 43, 40, 40, 39, 39, 39, 41, 41, 40, 40, 40, 41, 42, 41, 41, 40, 41, 41, 40, 41, 43, 44, 43, 44, 44, 44, 43, 45, 44, 44, 44, 47, 47, 48, 48, 48, 47, 50, 49, 51, 51, 51, 53, 53, 55, 56, 59, 64, 41]",48106.578,37467.874,136914.548,188864.801,242111.106,False,3,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.07,0.01,0.06,1.0,1436,152,1,918,2,48,0,0,2026-05-14T10:32:16,c-pthreads-monitor,5,5.0,10,50,10,50,5063.798,299,"[62, 60, 59, 60, 58]",21743.133,15931.267,61571.422,115147.147,163331.241,False,1,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.16,0.02,0.08,2.0,1436,152,0,918,0,0,0,0,2026-05-14T10:32:21,c-pthreads-monitor,5,5.0,10,50,10,50,5156.279,300,"[61, 59, 57, 63, 60]",21610.132,16711.023,58310.184,95943.268,120255.692,False,1,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.11,0.02,0.06,1.0,1436,151,0,914,2,0,0,0,2026-05-14T10:32:27,c-pthreads-monitor,5,5.0,10,50,10,50,5113.373,304,"[58, 57, 62, 65, 62]",20725.456,15861.099,67916.186,96247.063,126467.915,False,2,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.06,0.02,0.07,1.0,1520,152,0,908,1,0,0,0,2026-05-14T10:32:32,c-pthreads-monitor,5,5.0,10,50,10,50,5062.439,301,"[61, 57, 58, 63, 62]",20704.305,15551.013,57974.931,93736.958,133067.64,False,2,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.05,0.0,0.08,1.0,1428,152,0,905,1,0,0,0,2026-05-14T10:32:37,c-pthreads-monitor,5,5.0,10,50,10,50,5052.162,299,"[58, 59, 62, 59, 61]",21399.79,18974.252,60143.159,99530.259,146076.797,False,3,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.11,0.01,0.08,1.0,1428,153,0,909,3,0,0,0,2026-05-14T10:32:42,c-pthreads-monitor,5,5.0,10,50,10,50,5104.721,301,"[57, 60, 62, 59, 63]",21707.655,15688.014,58661.271,116119.532,128294.265,False,3,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.1,0.02,0.13,3.0,1520,167,0,1753,1,0,0,0,2026-05-14T10:32:47,c-pthreads-monitor,10,5.0,10,50,10,50,5100.76,600,"[61, 59, 56, 60, 65, 61, 62, 58, 59, 59]",21080.879,17367.321,58677.021,84916.672,159402.416,False,1,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.14,0.02,0.15,3.0,1520,170,0,1746,1,0,0,0,2026-05-14T10:32:52,c-pthreads-monitor,10,5.0,10,50,10,50,5138.469,598,"[61, 57, 61, 60, 64, 61, 59, 57, 61, 57]",21398.888,15939.642,59940.158,101537.028,192282.667,False,1,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.15,0.03,0.15,3.0,1432,168,0,1776,0,0,0,0,2026-05-14T10:32:57,c-pthreads-monitor,10,5.0,10,50,10,50,5137.143,607,"[61, 58, 63, 63, 60, 64, 57, 59, 60, 62]",20137.946,15737.348,60500.955,80204.922,129482.443,False,2,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.11,0.03,0.14,3.0,1520,168,0,1773,0,0,0,0,2026-05-14T10:33:02,c-pthreads-monitor,10,5.0,10,50,10,50,5111.898,605,"[57, 58, 65, 59, 64, 64, 58, 58, 59, 63]",20502.24,16866.692,61779.716,93304.996,135445.871,False,2,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.11,0.02,0.18,4.0,1520,168,0,1763,2,0,0,0,2026-05-14T10:33:08,c-pthreads-monitor,10,5.0,10,50,10,50,5104.33,608,"[61, 63, 63, 63, 62, 57, 60, 59, 60, 60]",19799.09,15061.884,55293.117,85392.301,147691.272,False,3,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.14,0.01,0.15,3.0,1520,169,0,1781,4,0,0,0,2026-05-14T10:33:13,c-pthreads-monitor,10,5.0,10,50,10,50,5134.362,608,"[62, 62, 60, 64, 58, 60, 60, 60, 63, 59]",20196.118,16732.733,50827.328,76852.183,165020.967,False,3,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.15,0.03,0.33,7.0,1640,200,0,3513,1,0,0,0,2026-05-14T10:33:18,c-pthreads-monitor,20,5.0,10,50,10,50,5149.267,1204,"[62, 58, 60, 63, 60, 60, 63, 56, 60, 58, 59, 58, 63, 59, 60, 63, 64, 61, 59, 58]",21285.069,16650.565,62069.844,92219.529,143497.735,False,1,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.09,0.04,0.32,7.0,1708,203,0,3541,3,0,0,0,2026-05-14T10:33:23,c-pthreads-monitor,20,5.0,10,50,10,50,5092.825,1213,"[62, 58, 59, 60, 62, 64, 63, 58, 58, 60, 60, 61, 62, 62, 62, 60, 65, 60, 59, 58]",20247.756,16961.484,53839.313,77397.272,115089.566,False,1,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.16,0.06,0.29,6.0,1776,202,0,3558,2,0,0,0,2026-05-14T10:33:28,c-pthreads-monitor,20,5.0,10,50,10,50,5159.913,1224,"[58, 60, 62, 61, 64, 61, 59, 59, 61, 61, 63, 62, 62, 60, 63, 68, 60, 61, 59, 60]",19808.303,15647.723,56122.041,85866.431,109420.14,False,2,0
